Total Bed Capacity,ICU Availability,Number of Medical Specialties,Key Specialty Presence,CT or MRI available,Specialist Doctor Count,Emergency & Trauma Services,Teaching / Tertiary Status,Hospital Name,Has_Cardiac,Has_Multi-specialty,Has_General,Has_Neuro,Has_Cancer,Bed_to_Doctor_Ratio,Specialty_Density,Capacity_Score,Equipment_Score,Service_Score,Readiness_Score
59,1,5,"Cancer, Cardiac",1,9,1,0,Westside Emergency Medical Facility,1,0,0,0,1,5.9,0.08333333333333333,0.012,2,1,0.8369333333333334
111,1,12,"Cardiac, General",0,13,1,0,Southside Healthcare Center,1,0,1,0,0,7.928571428571429,0.10714285714285714,0.08133333333333333,1,1,0.6044
556,1,32,"Cardiac, General, Multi-specialty",1,133,1,1,Northview Healthcare Facility 1,1,1,1,0,0,4.149253731343284,0.05745062836624776,0.6746666666666666,2,2,1.4157333333333333
395,1,25,"Cancer, General, Multi-specialty, Neuro",1,88,1,1,Hope Metro Health Center,0,1,1,1,1,4.438202247191011,0.06313131313131314,0.46,2,2,1.3046666666666666
132,1,12,Cancer,1,12,1,0,Fifth Faith Hospital,0,0,0,0,1,10.153846153846153,0.09022556390977443,0.10933333333333334,2,1,0.9128000000000001
458,1,32,"Cancer, Multi-specialty, Neuro",1,109,1,1,Eastend Saint Healthcare Facility,0,1,0,1,1,4.163636363636364,0.06971677559912855,0.544,2,2,1.3765333333333334
70,1,6,General,1,9,1,0,Westside Memorial Hospital,0,0,1,0,0,7.0,0.08450704225352113,0.02666666666666667,2,1,0.8480000000000001
56,1,12,Multi-specialty,0,10,0,0,Brighton Medical Center 1,0,1,0,0,0,5.090909090909091,0.21052631578947367,0.008,1,0,0.3824
80,1,12,"General, Neuro",1,10,1,0,Hillcrest Health Center 1,0,0,1,1,0,7.2727272727272725,0.14814814814814814,0.04,2,1,0.8920000000000001
86,0,9,"Cancer, General, Neuro",0,9,1,0,Saint Sunset Healthcare Facility,0,0,1,1,1,8.6,0.10344827586206896,0.048,0,1,0.2744
88,1,8,General,1,11,1,0,Main Saint Clinic,0,0,1,0,0,7.333333333333333,0.0898876404494382,0.050666666666666665,2,1,0.8685333333333333
71,1,7,"Cardiac, General, Neuro",1,9,0,0,White Oak Medical Healthcare Center,1,0,1,1,0,7.1,0.09722222222222222,0.028,2,0,0.6550666666666666
89,1,11,"Cancer, Cardiac, General",1,10,1,0,Central Saint Clinic,1,0,1,0,1,8.090909090909092,0.12222222222222222,0.052,2,1,0.8889333333333332
128,1,5,"Cardiac, Multi-specialty",1,13,1,0,Metropolitan Health Center,1,1,0,0,0,9.142857142857142,0.03875968992248062,0.104,2,1,0.8645333333333333
211,1,20,"Cancer, Cardiac, Multi-specialty, Neuro",1,24,1,0,Lakeside Medical Facility,1,1,0,1,1,8.44,0.09433962264150944,0.21466666666666667,2,1,0.9977333333333334
255,1,11,"Cardiac, Multi-specialty, Neuro",1,35,1,0,Saint Fairview Healthcare Facility 1,1,1,0,1,0,7.083333333333333,0.04296875,0.2733333333333333,2,1,0.9553333333333333
56,1,6,"Cardiac, Multi-specialty",1,9,1,0,Main Trauma Healthcare Center,1,1,0,0,0,5.6,0.10526315789473684,0.008,2,1,0.8424
173,1,20,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,27,1,1,White Oak General Health Center,1,1,1,1,1,6.178571428571429,0.11494252873563218,0.164,2,2,1.1825333333333332
237,1,19,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,31,1,0,Northview Unity Healthcare Facility,1,1,1,1,1,7.40625,0.07983193277310924,0.24933333333333332,2,1,1.0014666666666667
87,1,18,"Cardiac, General, Multi-specialty, Neuro",1,12,1,1,Brighton Medical Complex,1,1,1,1,0,6.6923076923076925,0.20454545454545456,0.04933333333333333,2,2,1.1348000000000003
107,0,11,"Cancer, Cardiac, Neuro",1,14,1,0,Greenwood Healthcare Facility 1,1,0,0,1,1,7.133333333333334,0.10185185185185185,0.076,1,1,0.5961333333333333
303,1,17,"Cancer, Cardiac",1,35,1,0,Saint Eastend Healthcare Facility,1,0,0,0,1,8.416666666666666,0.05592105263157895,0.3373333333333333,2,1,1.0145333333333333
120,0,5,"Cancer, General",1,12,1,0,Fifth Regional Medical Complex,0,0,1,0,1,9.23076923076923,0.04132231404958678,0.09333333333333334,1,1,0.5613333333333334
123,0,10,Cancer,1,16,0,0,Greenfield Memorial Medical Complex,0,0,0,0,1,7.235294117647059,0.08064516129032258,0.09733333333333333,1,0,0.39586666666666664
132,1,8,Neuro,1,14,1,0,Bridgeport Memorial Healthcare Facility,0,0,0,1,0,8.8,0.06015037593984962,0.10933333333333334,2,1,0.8861333333333333
274,1,13,"Cancer, General",1,40,1,0,Midtown Healthcare Facility,0,0,1,0,1,6.682926829268292,0.04727272727272727,0.2986666666666667,2,1,0.9762666666666666
124,1,26,"Cardiac, General, Neuro",1,18,1,1,Meadowview Healthcare Center,1,0,1,1,0,6.526315789473684,0.208,0.09866666666666667,2,2,1.2029333333333332
180,0,13,"Cancer, Multi-specialty",1,26,1,0,Saint Midtown Clinic,0,1,0,0,1,6.666666666666667,0.0718232044198895,0.17333333333333334,1,1,0.6386666666666667
129,1,8,"General, Neuro",0,13,1,0,Central Mercy Medical Complex,0,0,1,1,0,9.214285714285714,0.06153846153846154,0.10533333333333333,1,1,0.5849333333333334
74,0,8,"Cardiac, Multi-specialty, Neuro",1,9,0,0,Elm Street Community Health System,1,1,0,1,0,7.4,0.10666666666666667,0.032,1,0,0.36293333333333333
72,1,12,"Cardiac, General",1,10,1,0,Ridgeview General Medical Facility,1,0,1,0,0,6.545454545454546,0.1643835616438356,0.029333333333333333,2,1,0.8888
129,1,7,"Multi-specialty, Neuro",0,12,1,0,Meadowview Healthcare Facility 1,0,1,0,1,0,9.923076923076923,0.05384615384615385,0.10533333333333333,1,1,0.5782666666666667
73,0,7,"Cancer, General",1,9,1,0,Ridgeview Clinic 1,0,0,1,0,1,7.3,0.0945945945945946,0.030666666666666665,1,1,0.5558666666666666
198,0,18,"Cardiac, General",1,23,1,0,Mercy Riverside Health Center,1,0,1,0,0,8.25,0.09045226130653267,0.19733333333333333,1,1,0.6791999999999999
239,1,22,"Cardiac, General, Multi-specialty, Neuro",1,34,1,1,Third General Hospital,1,1,1,1,0,6.828571428571428,0.09166666666666666,0.252,2,2,1.2222666666666668
91,1,10,Multi-specialty,1,11,0,0,Eastside Emergency Healthcare Facility,0,1,0,0,0,7.583333333333333,0.10869565217391304,0.05466666666666667,2,0,0.6830666666666666
105,0,12,"Cancer, Multi-specialty, Neuro",1,12,1,0,Ridgeview Regional Health System 1,0,1,0,1,1,8.076923076923077,0.11320754716981132,0.07333333333333333,1,1,0.6020000000000001
354,1,28,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,61,1,1,Oakwood Medical Complex,1,1,1,1,1,5.709677419354839,0.07887323943661972,0.4053333333333333,2,2,1.3082666666666667
409,1,28,"Cancer, General, Multi-specialty",1,73,1,0,Bridgeport Medical Facility 1 2,0,1,1,0,1,5.527027027027027,0.06829268292682927,0.4786666666666667,2,1,1.1302666666666668
330,1,13,"Cardiac, General, Multi-specialty",1,43,1,0,Memorial Lakeside Medical Complex,1,1,1,0,0,7.5,0.03927492447129909,0.37333333333333335,2,1,0.9986666666666666
104,1,9,Cardiac,1,12,1,0,Fourth Unity Health System 1,1,0,0,0,0,8.0,0.08571428571428572,0.072,2,1,0.8815999999999999
363,1,17,"Cardiac, Multi-specialty, Neuro",1,51,1,0,Highland Emergency Health System,1,1,0,1,0,6.980769230769231,0.046703296703296704,0.41733333333333333,2,1,1.0385333333333333
142,1,8,"Cancer, Cardiac, Multi-specialty",1,19,1,0,Brookside Faith Health System,1,1,0,0,1,7.1,0.055944055944055944,0.12266666666666666,2,1,0.8901333333333333
257,1,16,"Cancer, Cardiac, Multi-specialty",1,33,1,0,Bayview Health Center,1,1,0,0,1,7.5588235294117645,0.06201550387596899,0.276,2,1,0.9894666666666667
585,1,29,"Cancer, General, Multi-specialty, Neuro",1,118,1,1,Central Medical Facility 1,0,1,1,1,1,4.915966386554622,0.04948805460750853,0.7133333333333334,2,2,1.4073333333333333
96,1,10,"Cancer, Cardiac, General",0,10,1,0,Hope Southside Healthcare Center,1,0,1,0,1,8.727272727272727,0.10309278350515463,0.06133333333333333,1,1,0.5850666666666666
604,1,29,"Cancer, Cardiac, Multi-specialty, Neuro",1,120,1,1,Primary Hope Hospital,1,1,0,1,1,4.991735537190083,0.047933884297520664,0.7386666666666667,2,2,1.4149333333333334
158,1,18,"Cardiac, General, Multi-specialty, Neuro",1,24,1,0,Brighton Saint Healthcare Facility,1,1,1,1,0,6.32,0.11320754716981132,0.144,2,1,0.9632
620,1,25,"Cancer, Cardiac, Multi-specialty, Neuro",1,93,1,0,Fairview Community Clinic,1,1,0,1,1,6.595744680851064,0.040257648953301126,0.76,2,1,1.1946666666666668
96,1,9,"Multi-specialty, Neuro",1,9,0,0,Oakwood Clinic,0,1,0,1,0,9.6,0.09278350515463918,0.06133333333333333,2,0,0.6783999999999999
55,0,8,Cardiac,1,9,1,0,Downtown Healthcare Facility,1,0,0,0,0,5.5,0.14285714285714285,0.006666666666666667,1,1,0.5553333333333333
69,1,8,General,1,9,1,0,Grace Westside Healthcare Facility,0,0,1,0,0,6.9,0.11428571428571428,0.025333333333333333,2,1,0.8609333333333334
348,1,10,"Cardiac, Multi-specialty",0,39,1,0,Central Unity Health Center 1,1,1,0,0,0,8.7,0.02865329512893983,0.3973333333333333,1,1,0.6858666666666666
248,1,10,Cardiac,1,32,0,0,Sunset Community Medical Facility,1,0,0,0,0,7.515151515151516,0.040160642570281124,0.264,2,0,0.7458666666666667
96,1,30,"Cardiac, General, Neuro",1,16,1,1,Ridgeview Memorial Healthcare Center,1,0,1,1,0,5.647058823529412,0.30927835051546393,0.06133333333333333,2,2,1.2184
324,1,18,"Cancer, General",1,47,0,0,Midtown Healthcare Facility 1,0,0,1,0,1,6.75,0.055384615384615386,0.36533333333333334,2,0,0.8296
67,1,22,"Cancer, General, Multi-specialty, Neuro",1,12,1,1,Uptown Medical Complex 1 2,0,1,1,1,1,5.153846153846154,0.3235294117647059,0.02266666666666667,2,2,1.1534666666666669
293,1,15,"Cancer, General, Multi-specialty, Neuro",1,39,1,0,Memorial Ridgeview Hospital,0,1,1,1,1,7.325,0.05102040816326531,0.324,2,1,0.9972
583,1,30,"Cancer, Cardiac, General, Multi-specialty",1,110,1,1,First Community Health System,1,1,1,0,1,5.252252252252252,0.05136986301369863,0.7106666666666667,2,2,1.4132
150,1,6,"General, Neuro",0,15,1,0,Northside Emergency Clinic,0,0,1,1,0,9.375,0.039735099337748346,0.13333333333333333,1,1,0.5800000000000001
126,0,5,"General, Multi-specialty",0,12,1,0,Fairview Hope Hospital,0,1,1,0,0,9.692307692307692,0.03937007874015748,0.10133333333333333,0,1,0.2637333333333333
305,1,13,Neuro,1,36,1,0,Eastside Health System,0,0,0,1,0,8.243243243243244,0.042483660130718956,0.34,2,1,0.9886666666666666
68,1,7,"General, Multi-specialty",0,9,0,0,Lakeside Health System 1,0,1,1,0,0,6.8,0.10144927536231885,0.024,1,0,0.35386666666666666
341,1,16,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,49,1,0,Memorial Hillcrest Healthcare Facility,1,1,1,1,1,6.82,0.04678362573099415,0.388,2,1,1.0230666666666666
768,1,31,"Cancer, General, Multi-specialty",1,183,1,1,Second Grace Medical Complex,0,1,1,0,1,4.173913043478261,0.04031209362808843,0.9573333333333334,2,2,1.4938666666666667
664,1,29,"Cancer, General, Multi-specialty, Neuro",1,151,1,1,Springfield Saint Health System,0,1,1,1,1,4.368421052631579,0.04360902255639098,0.8186666666666667,2,2,1.4389333333333334
111,1,8,"Cancer, Cardiac",1,10,0,0,Eastend Mercy Medical Center,1,0,0,0,1,10.090909090909092,0.07142857142857142,0.08133333333333333,2,0,0.6777333333333333
400,1,11,"Cardiac, Multi-specialty, Neuro",1,38,1,0,Silverlake Medical Facility,1,1,0,1,0,10.256410256410257,0.02743142144638404,0.4666666666666667,2,1,1.0133333333333332
214,1,12,Cardiac,1,28,0,0,Bridgeport Medical Center,1,0,0,0,0,7.379310344827586,0.05581395348837209,0.21866666666666668,2,0,0.7456
150,0,10,Cancer,1,19,0,0,Memorial Ridgeview Medical Complex,0,0,0,0,1,7.5,0.06622516556291391,0.13333333333333333,1,0,0.4066666666666666
127,1,7,Neuro,1,15,0,0,Second Saint Health System,0,0,0,1,0,7.9375,0.0546875,0.10266666666666667,2,0,0.6774666666666667
250,1,28,"Cancer, General, Multi-specialty, Neuro",1,44,1,1,Willow Creek Trauma Clinic,0,1,1,1,1,5.555555555555555,0.11155378486055777,0.26666666666666666,2,2,1.2666666666666668
237,1,19,"General, Multi-specialty, Neuro",1,29,1,0,Bridgeport Trauma Health Center,0,1,1,1,0,7.9,0.07983193277310924,0.24933333333333332,2,1,1.0014666666666667
428,1,26,"Cardiac, Multi-specialty, Neuro",1,80,1,1,Redwood Medical Complex,1,1,0,1,0,5.283950617283951,0.06060606060606061,0.504,2,2,1.3245333333333333
411,1,27,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,72,1,1,Northview Hospital,1,1,1,1,1,5.63013698630137,0.06553398058252427,0.48133333333333334,2,2,1.3244
273,0,12,"Cancer, Cardiac, General",1,38,1,0,Hope Clearwater Healthcare Facility,1,0,1,0,1,7.0,0.043795620437956206,0.29733333333333334,1,1,0.6692
124,1,10,"Cancer, Cardiac, Neuro",0,17,1,0,Main Community Medical Center,1,0,0,1,1,6.888888888888889,0.08,0.09866666666666667,1,1,0.5962666666666667
610,1,20,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,90,1,0,White Oak Hope Clinic,1,1,1,1,1,6.7032967032967035,0.03273322422258593,0.7466666666666667,2,1,1.1573333333333333
272,1,18,"General, Multi-specialty, Neuro",1,44,1,0,Lakeside Unity Medical Center,0,1,1,1,0,6.044444444444444,0.06593406593406594,0.296,2,1,1.0088
165,1,24,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,32,1,1,Greenwood Healthcare Center 1,1,1,1,1,1,5.0,0.14457831325301204,0.15333333333333332,2,2,1.206
656,1,30,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,113,1,0,Midtown Healthcare Center,1,1,1,1,1,5.754385964912281,0.045662100456621,0.808,2,1,1.2424
50,0,12,"Cancer, Cardiac, General",1,10,0,0,Memorial Metro Health System,1,0,1,0,1,4.545454545454546,0.23529411764705882,0.0,1,0,0.38
56,0,5,"Cancer, General, Multi-specialty",1,9,1,0,First Community Healthcare Center,0,1,1,0,1,5.6,0.08771929824561403,0.008,1,1,0.5357333333333333
348,1,14,"Cancer, Cardiac",1,36,1,0,Central Emergency Healthcare Facility,1,0,0,0,1,9.405405405405405,0.04011461318051576,0.3973333333333333,2,1,1.0125333333333333
69,1,10,"Cardiac, General, Neuro",0,10,1,0,Oakwood Hope Healthcare Center,1,0,1,1,0,6.2727272727272725,0.14285714285714285,0.025333333333333333,1,1,0.5742666666666667
591,1,29,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,107,1,1,Coastal Healthcare Facility,1,1,1,1,1,5.472222222222222,0.048986486486486486,0.7213333333333334,2,2,1.4097333333333335
239,1,10,"Cardiac, Neuro",0,25,1,0,Lakeside Health System 1 2,1,0,0,1,0,9.192307692307692,0.041666666666666664,0.252,1,1,0.6422666666666667
662,1,23,"Cancer, Cardiac, Multi-specialty, Neuro",1,84,1,0,Mercy Clearwater Healthcare Facility,1,1,0,1,1,7.788235294117647,0.03469079939668175,0.816,2,1,1.1981333333333333
83,0,12,"Cancer, Multi-specialty",0,10,1,0,Third Trauma Health System,0,1,0,0,1,7.545454545454546,0.14285714285714285,0.044,0,1,0.2932
379,0,11,"General, Multi-specialty, Neuro",0,38,1,0,Northview Emergency Hospital,0,1,1,1,0,9.717948717948717,0.02894736842105263,0.43866666666666665,0,1,0.40493333333333337
202,1,10,Neuro,1,27,0,0,Riverside Trauma Clinic,0,0,0,1,0,7.214285714285714,0.04926108374384237,0.20266666666666666,2,0,0.7274666666666666
419,1,28,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,100,1,1,Hillcrest Health Center 1 2,1,1,1,1,1,4.148514851485149,0.06666666666666667,0.492,2,2,1.3342666666666667
562,1,26,"Cancer, Cardiac, Neuro",1,89,1,1,Clearwater Clinic,1,0,0,1,1,6.2444444444444445,0.046181172291296625,0.6826666666666666,2,2,1.3781333333333334
201,1,24,"Cancer, Cardiac, Multi-specialty, Neuro",1,43,0,1,Mercy Southside Health Center 1,1,1,0,1,1,4.568181818181818,0.1188118811881188,0.20133333333333334,2,1,1.0204
208,1,11,"Cancer, General",1,24,1,0,Main Grace Healthcare Facility 1,0,0,1,0,1,8.32,0.05263157894736842,0.21066666666666667,2,1,0.9365333333333333
265,1,10,Cancer,1,32,1,0,Mountain View Memorial Clinic,0,0,0,0,1,8.030303030303031,0.03759398496240601,0.2866666666666667,2,1,0.9526666666666666
93,0,8,"Cancer, Multi-specialty, Neuro",1,11,1,0,Brighton Medical Medical Complex,0,1,0,1,1,7.75,0.0851063829787234,0.05733333333333333,1,1,0.5705333333333333
365,1,12,"Cancer, Cardiac, Multi-specialty",1,41,1,0,Greenfield Hospital,1,1,0,0,1,8.69047619047619,0.03278688524590164,0.42,2,1,1.006
121,0,5,Cancer,1,12,1,0,Meadowview Health Center,0,0,0,0,1,9.307692307692308,0.040983606557377046,0.09466666666666666,1,1,0.5617333333333333
604,1,29,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,89,1,0,Grace Bridgeport Health Center,1,1,1,1,1,6.711111111111111,0.047933884297520664,0.7386666666666667,2,1,1.2149333333333334
393,1,13,General,1,51,1,0,Second Regional Healthcare Facility,0,0,1,0,0,7.5576923076923075,0.03299492385786802,0.4573333333333333,2,1,1.0238666666666667
205,1,25,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,42,1,1,Cedar Heights Regional Health System,1,1,1,1,1,4.767441860465116,0.12135922330097088,0.20666666666666667,2,2,1.2286666666666666
70,0,6,"General, Multi-specialty, Neuro",0,9,1,0,Riverside Saint Medical Facility,0,1,1,1,0,7.0,0.08450704225352113,0.02666666666666667,0,1,0.24800000000000003
376,1,16,"Cardiac, General",1,57,1,0,Harborview Clinic,1,0,1,0,0,6.482758620689655,0.042440318302387266,0.43466666666666665,2,1,1.0370666666666666
390,1,19,"Cancer, Cardiac",1,59,1,0,Parkview Healthcare Center,1,0,0,0,1,6.5,0.04859335038363171,0.4533333333333333,2,1,1.0626666666666666
147,1,8,"Cancer, Multi-specialty, Neuro",1,19,1,0,Memorial Harborview Medical Complex,0,1,0,1,1,7.35,0.05405405405405406,0.12933333333333333,2,1,0.8921333333333333
378,1,20,"General, Multi-specialty, Neuro",1,55,1,0,Primary Regional Health System,0,1,1,1,0,6.75,0.052770448548812667,0.43733333333333335,2,1,1.0645333333333333
279,1,10,"Cardiac, Multi-specialty",1,32,0,0,Birchwood Trauma Health System,1,1,0,0,0,8.454545454545455,0.03571428571428571,0.30533333333333335,2,0,0.7582666666666666
134,1,12,"Cardiac, Neuro",0,18,1,0,Brighton Trauma Clinic,1,0,0,1,0,7.052631578947368,0.08888888888888889,0.112,1,1,0.6136000000000001
95,0,12,"Cancer, Multi-specialty",1,11,1,0,Regional Clinic,0,1,0,0,1,7.916666666666667,0.125,0.06,1,1,0.5980000000000001
303,1,18,"Cancer, Cardiac, General, Multi-specialty",1,33,1,0,Springfield Clinic 1 2,1,1,1,0,1,8.911764705882353,0.05921052631578947,0.3373333333333333,2,1,1.0211999999999999
114,1,7,Neuro,1,14,1,0,Saint Northview Hospital,0,0,0,1,0,7.6,0.06086956521739131,0.08533333333333333,2,1,0.8722666666666665
62,0,7,"Cancer, Cardiac, Multi-specialty",1,9,1,0,Second Saint Hospital,1,1,0,0,1,6.2,0.1111111111111111,0.016,1,1,0.5514666666666667
100,0,12,"General, Multi-specialty",1,14,1,0,Maple Grove Regional Health Center,0,1,1,0,0,6.666666666666667,0.1188118811881188,0.06666666666666667,1,1,0.6000000000000001
66,0,12,"Cardiac, Neuro",0,10,1,0,Harborview Hope Healthcare Facility,1,0,0,1,0,6.0,0.1791044776119403,0.021333333333333333,0,1,0.2864
233,1,13,General,0,29,0,0,Regional Hospital 1,0,0,1,0,0,7.766666666666667,0.05555555555555555,0.244,1,0,0.45986666666666665
106,0,6,"Cancer, Cardiac, Multi-specialty",1,11,0,0,Greenfield Medical Center 1,1,1,0,0,1,8.833333333333334,0.056074766355140186,0.07466666666666667,1,0,0.36239999999999994
145,0,6,"General, Multi-specialty",0,12,1,0,Hope Uptown Health System,0,1,1,0,0,11.153846153846153,0.0410958904109589,0.12666666666666668,0,1,0.278
113,1,11,"General, Multi-specialty, Neuro",1,11,0,0,First Unity Hospital 1,0,1,1,1,0,9.416666666666666,0.09649122807017543,0.084,2,0,0.6985333333333333
125,0,7,"Cancer, General, Neuro",1,12,0,0,Greenwood Memorial Health Center 1,0,0,1,1,1,9.615384615384615,0.05555555555555555,0.1,1,0,0.37666666666666665
105,1,9,"Cancer, General",1,14,1,0,Parkview Emergency Medical Facility,0,0,1,0,1,7.0,0.08490566037735849,0.07333333333333333,2,1,0.8820000000000001
297,0,17,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,39,1,0,Harborview Medical Center 1,1,1,1,1,1,7.425,0.05704697986577181,0.3293333333333333,1,1,0.7121333333333333
571,1,24,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,98,1,1,Silverlake Medical Center 1,1,1,1,1,1,5.767676767676767,0.04195804195804196,0.6946666666666667,2,2,1.3684000000000003
337,1,10,"Cardiac, Multi-specialty, Neuro",1,37,1,0,Grace Harborview Healthcare Center,1,1,0,1,0,8.868421052631579,0.029585798816568046,0.38266666666666665,2,1,0.9814666666666667
231,1,21,"Cardiac, General, Multi-specialty",1,45,1,1,Second Emergency Medical Facility,1,1,1,0,0,5.021739130434782,0.09051724137931035,0.24133333333333334,2,2,1.2124
547,1,23,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,118,1,1,Riverside Saint Hospital,1,1,1,1,1,4.5966386554621845,0.041970802919708027,0.6626666666666666,2,2,1.3521333333333332
105,0,8,"Cancer, Cardiac, Multi-specialty",1,12,1,0,Parkview Trauma Health System,1,1,0,0,1,8.076923076923077,0.07547169811320754,0.07333333333333333,1,1,0.5753333333333334
337,1,24,"Cancer, Multi-specialty, Neuro",1,66,0,1,Fairview Hospital,0,1,0,1,1,5.029850746268656,0.07100591715976332,0.38266666666666665,2,1,1.0748000000000002
63,1,11,"Cardiac, General, Neuro",0,10,1,0,Lakeside Medical Facility 1,1,0,1,1,0,5.7272727272727275,0.171875,0.017333333333333333,1,1,0.5785333333333333
305,0,15,"Cardiac, General, Multi-specialty, Neuro",1,38,1,0,Hope Midtown Healthcare Center,1,1,1,1,0,7.82051282051282,0.049019607843137254,0.34,1,1,0.7020000000000001
259,1,10,Neuro,1,32,0,0,Second Saint Medical Center,0,0,0,1,0,7.848484848484849,0.038461538461538464,0.2786666666666667,2,0,0.7502666666666666
328,1,18,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,52,0,1,Elm Street Community Clinic,1,1,1,1,1,6.188679245283019,0.0547112462006079,0.37066666666666664,2,1,1.0312000000000001
325,1,13,Multi-specialty,1,40,1,0,Greenfield Unity Medical Center,0,1,0,0,0,7.926829268292683,0.03987730061349693,0.36666666666666664,2,1,0.9966666666666666
114,1,6,Cancer,1,10,1,0,Stonebridge Medical Center,0,0,0,0,1,10.363636363636363,0.05217391304347826,0.08533333333333333,2,1,0.8655999999999999
106,1,7,"Cardiac, Multi-specialty",1,12,0,0,Highland Healthcare Center,1,1,0,0,0,8.153846153846153,0.06542056074766354,0.07466666666666667,2,0,0.6690666666666666
333,1,10,"Cardiac, Multi-specialty",1,32,1,0,Hope Uptown Medical Center,1,1,0,0,0,10.090909090909092,0.029940119760479042,0.37733333333333335,2,1,0.9798666666666667
305,0,15,"Cancer, Cardiac, Neuro",0,44,0,0,Primary Saint Health System,1,0,0,1,1,6.777777777777778,0.049019607843137254,0.34,0,0,0.202
63,0,9,"Cancer, General, Neuro",0,9,1,0,City Emergency Medical Center,0,0,1,1,1,6.3,0.140625,0.017333333333333333,0,1,0.2652
574,1,32,"Cardiac, General, Multi-specialty, Neuro",1,113,1,0,Riverside Mercy Clinic 1,1,1,1,1,0,5.035087719298246,0.05565217391304348,0.6986666666666667,2,1,1.2229333333333334
422,1,26,"Cardiac, General, Multi-specialty, Neuro",1,88,1,1,Fairview Health System,1,1,1,1,0,4.741573033707865,0.061465721040189124,0.496,2,2,1.3221333333333334
140,1,24,"Cancer, General, Multi-specialty, Neuro",1,29,0,1,Silverlake Health System,0,1,1,1,1,4.666666666666667,0.1702127659574468,0.12,2,1,0.9960000000000001
80,0,7,Neuro,1,10,1,0,Hope Greenwood Health Center,0,0,0,1,0,7.2727272727272725,0.08641975308641975,0.04,1,1,0.5586666666666666
97,0,11,"General, Neuro",1,10,1,0,Central Faith Hospital,0,0,1,1,0,8.818181818181818,0.11224489795918367,0.06266666666666666,1,1,0.5921333333333333
119,1,6,"Cancer, General, Multi-specialty",1,14,1,0,Maple Grove Emergency Healthcare Center,0,1,1,0,1,7.933333333333334,0.05,0.092,2,1,0.8675999999999999
75,1,12,"Cardiac, General",0,10,1,0,Highland Medical Healthcare Center,1,0,1,0,0,6.818181818181818,0.15789473684210525,0.03333333333333333,1,1,0.5900000000000001
233,0,15,"Cancer, Cardiac, General, Multi-specialty",1,27,1,0,Midtown Clinic,1,1,1,0,1,8.321428571428571,0.0641025641025641,0.244,1,1,0.6731999999999999
188,1,18,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,20,0,0,Stonebridge Hospital,1,1,1,1,1,8.952380952380953,0.09523809523809523,0.184,2,0,0.7752
349,1,20,"Cancer, Multi-specialty, Neuro",0,56,1,0,Grace Hillcrest Health System,0,1,0,1,1,6.12280701754386,0.05714285714285714,0.39866666666666667,1,1,0.7529333333333332
111,0,6,"Cardiac, General",1,13,0,0,Fifth Healthcare Medical Center,1,0,1,0,0,7.928571428571429,0.05357142857142857,0.08133333333333333,1,0,0.36439999999999995
149,0,9,"Cancer, Multi-specialty, Neuro",1,18,1,0,Metropolitan Healthcare Health Center,0,1,0,1,1,7.842105263157895,0.06,0.132,1,1,0.5996000000000001
163,1,17,"Cardiac, Multi-specialty, Neuro",1,22,1,0,Lakeside Hope Health System,1,1,0,1,0,7.086956521739131,0.10365853658536585,0.15066666666666667,2,1,0.9585333333333332
126,0,8,General,1,15,1,0,Lakeside Medical Center 1,0,0,1,0,0,7.875,0.06299212598425197,0.10133333333333333,1,1,0.5837333333333333
233,1,27,"Cardiac, General, Multi-specialty",1,38,1,1,Sunset Healthcare Center 1,1,1,1,0,0,5.9743589743589745,0.11538461538461539,0.244,2,2,1.2531999999999999
348,1,29,"Cancer, General, Multi-specialty, Neuro",1,64,1,1,Grace Springfield Healthcare Center,0,1,1,1,1,5.3538461538461535,0.0830945558739255,0.3973333333333333,2,2,1.3125333333333333
383,1,16,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,60,1,0,Fifth Mercy Healthcare Facility,1,1,1,1,1,6.278688524590164,0.041666666666666664,0.444,2,1,1.0398666666666667
439,1,33,"Cancer, Cardiac, General",1,83,1,0,Westend Community Health System,1,0,1,0,1,5.226190476190476,0.075,0.5186666666666667,2,1,1.1756
104,1,9,"Cancer, Cardiac, Multi-specialty",1,9,1,0,Lakeside Unity Hospital,1,1,0,0,1,10.4,0.08571428571428572,0.072,2,1,0.8815999999999999
